Text,Suspicious
"""It’s not just one job, it’s a series of hits, and we’ve got the manpower.""",1
"""If anyone talks, we deal with them, no questions asked.""",1
"""You know the rules, don’t cross the line, and everything will go smoothly.""",1
"""The people in power won’t ever understand unless we force them to.""",1
"""They’ve got too much control, it’s time to change the balance.""",1
"""You know what they’ve done to us, don’t you? It’s only a matter of time.""",1
"""The country is just waiting for someone to step up and do what’s right.""",1
"""Everyone’s had enough; they just don’t know it yet.""",1
"""Once the people rise up, it’ll be too late for them to stop it.""",1
"""People are tired, and they’re ready to stand up now.""",1
"""When things fall apart, it’s easy to see who’s really in charge.""",1
"""I just feel like it’s time to make some noise, don’t you?""",1
"""It’s getting harder to stay silent, people are starting to snap.""",1
"""Everyone’s talking about taking action, I think they might be right.""",1
"""It’s getting chaotic out there, everyone’s just looking for an excuse.""",1
"""Sometimes people just don’t know when to stop, do they?""",1
"""Some people just need a lesson in respect.""",1
"""You won’t understand what happens until it’s too late.""",1
"""You don’t want to know what happens when you cross the wrong person.""",1
"""The only way to deal with it is to show them who’s in charge.""",1
"""Some people don’t get the message until it’s too late.""",1
"""I know a guy who can get us whatever we need, no questions asked.""",1
"""If you play your cards right, this could be a real money-maker.""",1
"""The market’s hot right now; everyone’s looking for the good stuff.""",1
"""You wouldn’t believe how easy it is to move this stuff around.""",1
"""You just have to know who to talk to, and it’s smooth sailing.""",1
"""It’s always about the right connections, you know what I mean?""",1
"""No one really checks the details, so it’s easy to slip something past.""",1
"""Just adjust the figures, and it looks like everything’s perfect.""",1
"""They’re so busy with the big picture, they never notice the small things.""",1
"""Once it’s in the system, no one’s going to bother looking twice.""",1
"""We’ll make sure everything looks above board, just in case anyone asks.""",1
"""Sometimes, it’s just easier to make a few things disappear, don’t you think?""",1
"""I just want to get to know you better, why don’t you let me?""",1
"""You can try to avoid me, but you won’t get far.""",1
"""Let’s spray paint the whole building; they’ll have to clean it up.""",1
"""Break the windows first, it’s more dramatic that way.""",1
"""We’ll destroy the car and make it look like a random act of violence.""",1
"""I’ll key their car and leave a message on the windshield.""",1
"""Let’s set the dumpster on fire, and watch the chaos unfold.""",1
"""Vandalize their storefront; make them regret what they did.""",1
"""I’ve got access to high-quality printers; we can make the fake bills look real.""",1
"""We’ll forge the signatures, and no one will know they’re fake.""",1
"""I’ve got a guy who can make perfect IDs for anyone, fast and cheap.""",1
"""Let’s print some fake documents, then sell them to the highest bidder.""",1
"""We can move the counterfeit cash through a few shady businesses and launder it clean.""",1
"""Get the blank paper, I’ve got the templates ready. We can knock this out in a couple of hours.""",1
"""We’ve got a buyer lined up, and they’re paying top dollar for a kidney.""",1
"""We can arrange the transplant in a private clinic, away from prying eyes.""",1
"""We’ll get the donor, make the exchange, and no one will know about it.""",1
"""The organs are fresh, we’ll transport them quickly.""",1
"""Once we’ve got the person, the procedure is simple—no complications.""",1
"""I’ll make sure the paperwork looks legitimate, and no one will be able to trace it.""",1
"""You think you can get away with it, but I’ve got pictures that will ruin you.""",1
"""I’ll tell everyone what you did unless you pay up—now.""",1
"""If you don’t give me what I want, I’ll make sure everyone knows about your little secret.""",1
"""I’ve got all the evidence I need; now it’s time for you to make a deal.""",1
"""You better make it right, or I’ll make your life a living hell.""",1
"""You’ll regret it if you don’t comply with what I’m asking.""",1
"""Sometimes, it’s easier to get what you want if you know the right person who can make problems go away.""",1
"""I know what you’ve been up to, and trust me, it’ll cost you to keep it quiet.""",1
"""Some people will do anything to avoid a little public embarrassment.""",1
"""You’ve got to wonder how many people out there are hiding things—they don’t even realize I’m watching.""",1
"""Everyone has skeletons in their closet. Some just have more to lose than others.""",1
"""It’s crazy how quickly people will fold when you know the right buttons to push.""",1
"""Let’s get the ivory out of here before anyone notices.""",1
"""We’ve got a buyer for the skins; just make sure they’re fresh.""",1
"""The elephants are in season; we’ll make a fortune.""",1
"""I’ve got contacts who can get us the rare birds, they’re worth a lot on the black market.""",1
"""I’ve already got the poaching permit—just make sure to kill the right ones.""",1
"""We’ll get the pelts cleaned and sold overseas, no one will trace them.""",1
"""We’ve got a few girls lined up for tonight’s buyers. Everything’s set.""",1
"""We’ll move them across the border in the next truck, clean and simple.""",1
"""She won’t even know what hit her. We’ll get her into the system fast.""",1
"""There’s a demand for workers; we’ll make sure they’re shipped out next week.""",1
"""I’ve got the paperwork ready for the new arrivals; everything will look legit.""",1
"""The clients are ready; we just need to move them quickly before they catch on.""",1
"""We’ll get all their personal details, then apply for loans in their name.""",1
"""We can create fake accounts using their credit information, no one will be the wiser.""",1
"""I’ve got everything we need to make a fake passport, just need to get the photo.""",1
"""We’ll clean their bank accounts out before they even know it’s gone.""",1
